Diện tích,Lượt xem,Số tầng,Hướng,name,Mức giá,Địa chỉ,Số phòng
263m2,210,, Đông Bắc,SIÊU PHẨM 2 MẶT TIỀN CHO KHÁCH ĐẦU TƯ ĐƯỜNG NGUYỄN PHƯỚC LAN VÀ 29/3 - HÒA XUÂN - ĐÀ NẴNG.,33 tỷ," Nguyễn Phước Lan, Cẩm Lệ, Đà Nẵng",
130m2,372,, Đông Nam,BÁN ĐẤT 2 MẶT TIỀN ĐƯỜNG MẸ THỨ VÀ NGUYỄN LÝ - HÒA XUÂN - CẨM LỆ - TP ĐÀ NẴNG.,5.9 tỷ," Mẹ Thứ , Cẩm Lệ, Đà Nẵng",
100m2,206,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN - GẦN CẦU HÒA XUÂN - 100 M2 - HÒA XUÂN,5.2 tỷ," Cẩm Lệ, Đà Nẵng",
105m2,415,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 7M5 ĐIỆN ÂM TAY TRÁI - KHU NAM HÒA XUÂN,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,216,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG THÔNG NGUYỄN HIẾN LÊ ( 100 M2 , TÂY BẮC ) - HÒA XUÂN",3.62 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,272,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG DIÊN HỒNG ( ĐÔNG BẮC , 200 M2 ) - HÒA XUÂN",11 tỷ," Cẩm Lệ, Đà Nẵng",
120m2,323,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN - GẦN CẦU HÒA XUÂN - CẨM LỆ,4.8 tỷ," Cẩm Lệ, Đà Nẵng",
224m2,329,, Không xác định,BÁN 2 LÔ ĐƯỜNG TRẦN LÊ GẦN ĐƯỜNG VÕ CHÍ CÔNG - 224 M2 - HÒA XUÂN,8 tỷ," Cẩm Lệ, Đà Nẵng",
117m2,381,, Tây,CẦN BẤN LÔ ĐẤT VỊ TRÍ SẠCH ĐẸP ĐƯỜNG NHÂN HÒA 7 NAM CẨM LỆ.HÒA XUÂN.,2.45 ngàn," Nhân Hòa 7, Cẩm Lệ, Đà Nẵng",
109m2,523,, Không xác định,BÁN ĐẤT ĐƯỜNG CỒN DẦU 24 - TÂY BẮC - 109 M2 - HÒA XUÂN MỞ RỘNG,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,215,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN HIẾN LÊ - TÂY BẮC - BLOCK B1.74 - HÒA XUÂN MỞ RỘN,3.8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,293,, Tây Nam,SIÊU PHẨM CẦN BÁN LÔ ĐẤT BÙI TRANG CHƯỚC ĐƯỜNG 10M5- HÒA XUÂN CẨM LỆ,4.35 tỷ," bùi trang chước, Cẩm Lệ, Đà Nẵng",
100m2,215,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 10M5 BÙI TRANG CHƯỚC ( BLOCK B1.18 LÔ 12 ) - HÒA XUÂN,4.35 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,356,, Không xác định,"BÁN LÔ ĐƯỜNG 10M5 VÕ VĂN NGÂN KẸP ĐƯỜNG LUỒNG 1,2M - HÒA XUÂN.",3.75 tỷ," Cẩm Lệ, Đà Nẵng",
90m2,371,, Bắc,CẦN BÁN LÔ ĐẤT TẶNG NHÀ KHO 2 TẦNG CHÍNH CHỦ ĐỘC QUYỀN GIÁ SIÊU TỐT,2.5 tỷ," 5M5, Cẩm Lệ, Đà Nẵng",
100m2,351,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - TÂY BẮC - 100 M2 - HÒA XUÂN,3.38 tỷ," Cẩm Lệ, Đà Nẵng",
1m2,527,, Không xác định,BÁN GÓC 2MT ĐƯỜNG MẠC ĐĂNG DOANH VÀ ĐƯỜNG VŨ ĐÌNH LIÊN - HÒA XUÂN,8.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,491, 4, Tây Nam,NHÀ ĐẸP 4 TẦNG GIÁ SỐC BÙI CÔNG TRỪNG,5.2 tỷ," Bùi Công Trừng, Cẩm Lệ, Đà Nẵng", 3
100m2,347, 4, Đông Bắc,BÁN NHÀ 4 TẦNG ĐƯỜNG BÙI CÔNG TRỪNG - HOÀ XUÂN - TP ĐÀ NẴNG,5.2 tỷ," Bùi Công Trừng, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
105m2,234,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 7M5 KHU ĐIỆN ÂM TAY TRÁI ( B2.13 ) - HÒA QUÝ - NGŨ HÀNH SƠN,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,367, 2, Đông Bắc,BÁN NHÀ 2 TẦNG ĐƯỜNG PHẠM XUÂN ẨN - HOÀ XUÂN - TP ĐÀ NẴNG,3.9 tỷ," Phạm Xuân Ẩn, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 2
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
120m2,522,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN MỸ - 120 M2 - TÂY NAM - SÁT GÓC NGÃ TƯ .,4.8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,238,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG - ĐÔNG BẮC - HÒA XUÂN - CẨM LỆ,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,490,, Đông Nam,LÔ ĐẤT ĐƯỜNG 10M5 BÙI TRANG CHƯỚC - SẠCH ĐẸP - GIÁ TỐT - B1.19,4.35 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
Liên hệ,413,, Tây Bắc,CHÍNH CHỦ CẦN BÁN LÔ ĐẤT ĐẢO VIP TÂY BẮC SẠCH ĐẸP ĐƯỜNG TRUNG LƯƠNG 1,4.17 tỷ," Hoà Xuân , Cẩm Lệ, Đà Nẵng",
100m2,384,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - TÂY BẮC - 100 M2 - HÒA XUÂN .,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,317,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG 10M5 BÙI TRANG CHƯỚC - ĐÔNG BẮC - 100 M2 - HÒA XUÂN .,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,348,, Đông Bắc,BÁN VÀI LÔ ĐẤT ĐINH VĂN CHÂP- HÒA XUÂN ĐẢO 2 - HÒA XUÂN TP ĐÀ NẴNG RẺ NHẤT 4030 TỶ,4.03 tỷ," Hoà Xuân , Cẩm Lệ, Đà Nẵng",
100m2,208,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG TRẦN KIM XUYẾN - TÂY NAM - HÒA XUÂN - CẨM LỆ,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,194,, Đông,CẦN BÁN LÔ ĐẤT VỊ TRÍ SẠCH ĐẸP ĐƯỜNG DƯƠNG BÁ CUNG NAM CẨM LỆ.,2.4 ngàn," Dương Bá Cung, Cẩm Lệ, Đà Nẵng",
100m2,190,, Không xác định,BÁN VÀI LÔ ĐẤT ĐƯỜNG 7M5 GẦN CẦU NGUYỄN TRI PHƯƠNG - HÒA XUÂN .,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
90m2,210,, Đông,CHÍNH CHỦ BÁN LÔ ĐẤT NGUYỄN LÝ-HÒA XUÂN GIÁ TỐT NHẤT THỊ TRƯỜNG 0703329536,2.77 tỷ," nguyễn lý, Cẩm Lệ, Đà Nẵng",
100m2,209,, Không xác định,BÁN LÔ ĐẤT ĐỐI DIỆN CÔNG VIÊN ĐƯỜNG MẠC ĐĂNG DOANH - HÒA XUÂN - CẨM LỆ,3.5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,296,, Không xác định,BÁN ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN - CẨM LỆ,3.49 tỷ," Cẩm Lệ, Đà Nẵng",
120m2,194,, Không xác định,BÁN ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN - 120 M2 - HÒA XUÂN - CẨM LỆ,4.8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,213, 2, Đông Bắc,NHÀ ĐẸP DƯỚI 4 TỶ PHẠM XUÂN ẨN HÒA XUÂN,3.9 tỷ," Phạm Xuân Ẩn, Cẩm Lệ, Đà Nẵng", 3
154m2,186,, Không xác định,"BÁN VÀI LÔ GÓC 2MT SIÊU ĐEP , VỊ TRÍ KINH DOANH KHÁ TỐT - HÒA XUÂN",7.6 tỷ," Cẩm Lệ, Đà Nẵng",
96.2m2,187,, Tây Nam,"CẦN BÁN LÔ ĐÁT VỊ TRÍ SẠCH ĐẸP ĐƯỜNG NGUYỄN SẮC KIM HÒA XUÂN,CẨM LỆ.",3.45 ngàn," Nguyễn Sắc Kim, Cẩm Lệ, Đà Nẵng",
100m2,431,, Tây Nam,"CẦN BÁN LÔ ĐÁT VỊ TRÍ SẠCH ĐẸP ĐỐI DIỆN CÔNG VIÊN ĐƯỜNG MẠC ĐĂNG DUNG HÒA XUÂN,CẨM LỆ.",3.56 ngàn," Cẩm Lệ, Đà Nẵng",
100m2,218,, Tây Nam,"BÁN ĐẤT ĐƯỜNG HỒ PHI TÍCH, VỊ TRÍ SIÊU ĐẸP, SONG SONG ĐƯỜNG LỚN NGUYỄN PHƯỚC LAN",4.25 tỷ," hồ phi tích, Cẩm Lệ, Đà Nẵng",
100m2,358,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 5 - TÂY BẮC - GẦN CÔNG VIÊN - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,245,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG DIÊN HỒNG ( ĐẠI LỘ TRUNG LƯƠNG ) HÒA XUÂN,5.1 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,232,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG , ĐỐI DIỆN CÔNG VIÊN - HÒA XUÂN",4.3 tỷ," Cẩm Lệ, Đà Nẵng",
240m2,327,, Không xác định,BÁN 240M2 ĐƯỜN HÀ DUY PHIÊN - HƯỚNG ĐÔNG GẦN GÓC ĐƯỜNG HOÀNG SÂM .,6.1 tỷ," Cẩm Lệ, Đà Nẵng",
164.5m2,219,, Đông Nam,[ HOT ] CHÍNH CHỦ CẦN BÁN LÔ GÓC 2 MẶT TIỀN ĐƯỜNG TRUNG LƯƠNG 10 - ĐẢO VIP - HÒA XUÂN,8.38 tỷ," Trung Lương 10, Cẩm Lệ, Đà Nẵng",
100m2,210,, Không xác định,"BÙI TRANG CHƯỚC - ĐƯỜNG 10,5M - HÒA XUÂN",4.35 tỷ," Bùi trang chước, Cẩm Lệ, Đà Nẵng",
100m2,225,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG - SÁT NGAY CHÂN CẦU NGUYỄN TRI PHƯƠNG - HÒA XUÂN,3.6 tỷ," bùi công trừng, Cẩm Lệ, Đà Nẵng",
100m2,188,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - ĐÔNG BẮC - 100 M2 - HÒA XUÂN,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,198,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG VÕ VĂN NGÂN ( 10M5 , LỀ 5M ) - HÒA XUÂN - CẨM LỆ",3.75 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,483,, Không xác định,BÁN GẤP NHÀ BIỆT THỰ NGUYỄN VĂN THÔNG,16.9 tỷ," Nguyễn Văn Thông, Hoà Xuân , Cẩm Lệ, Đà Nẵng",
96m2,373,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG LÊ SỸ - 10M5 , LỀ 5M - HÒA XUÂN MỞ RỘNG .",5.1 tỷ," Cẩm Lệ, Đà Nẵng",
160m2,233,, Không xác định,BÁN LÔ GÓC ĐƯỜNG THÁI VĂN LUNG VÀ ĐƯỜNG LÊ QUẢNG CHÍ - HÒA XUÂN,1.4 tỷ," Cẩm Lệ, Đà Nẵng",
112.5m2,201,, Đông Bắc,"CẦN BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN MỸ- ĐẢO 2 HÒA XUÂN,CẨM LỆ.",4.5 ngàn," Nguyễn Mỹ, Cẩm Lệ, Đà Nẵng",
100m2,217,, Không xác định,BÁN ĐẤT ĐƯỜNG CỒN DẦU 23 - ĐÔNG NAM - HÒA XUÂN - CẨM LỆ,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,418,, Không xác định,"BÁN ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5, LỀ 5M - HÒA XUÂN - CẨM LỆ",4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,419,, Không xác định,"BÁN ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5, LỀ 5M - HÒA XUÂN - CẨM LỆ",4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,419,, Không xác định,"BÁN ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5, LỀ 5M - HÒA XUÂN - CẨM LỆ",4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,197,, Không xác định,"BÁN ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5, LỀ 5M - HÒA XUÂN - CẨM LỆ",4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,328,, Không xác định,BÁN ĐẤT ĐƯỜNG CỒN DẦU 23 - ĐÔNG NAM - HÒA XUÂN - CẨM LỆ,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,261,, Tây Bắc,BÁN ĐẤT ĐƯỜNG 7M5 KHU ĐIỆN ÂM TAY TRÁI - B2.13 - HÒA XUÂN,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,417,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 7M5 GẦN CẦU NGUYỄN TRI PHƯƠNG - HÒA XUÂN .,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,248,, Tây,CẦN BÁN LÔ ĐẤT VỊ TRÍ SẠCH ĐẸP ĐƯỜNG ĐỐNG CÔNG TƯỜNG NAM CẨM LỆ.HÒA XUÂN.,2.65 ngàn," Đống Công Tường, Cẩm Lệ, Đà Nẵng",
105m2,443,, Tây Bắc,CHÍNH CHỦ GỞI BÁN LÔ ĐẤT ĐƯỜNG 7M5 - ĐIỆN ÂM TAY TRÁI - HÒA QUÝ - ĐỒNG NÒ .,3.75 tỷ," Ngũ Hành Sơn, Đà Nẵng",
224 m2,219,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG TRẦN LÊ ( 2 LÔ LIỀN KỀ ) - HÒA XUÂN - CẨM LỆ .,8 tỷ," trung lương 9, Cẩm Lệ, Đà Nẵng",
224 m2,220,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG TRẦN LÊ ( 2 LÔ LIỀN KỀ ) - HÒA XUÂN - CẨM LỆ .,8 tỷ," trung lương 9, Cẩm Lệ, Đà Nẵng",
240m2,348,, Đông Bắc,CHÀO BÁN SIÊU PHẨM NHÀ 3 TẦNG ĐƯỜNG BÙI THIỆN NGỘ - HOÀ XUÂN - TP ĐÀ NẴNG,5.6 tỷ," Bùi Thiện Ngộ, Cẩm Lệ, Đà Nẵng",
100m2,268, 3, Đông Nam,BÁN NHÀ 3 TẦNG ĐƯỜNG ĐẬU QUẢNG LĨNH - HOÀ XUÂN - TP ĐÀ NẴNG,5.1 tỷ," Đậu Quang Lĩnh, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
157m2,239,, Không xác định,BÁN VÀI LÔ GÓC KHU NAM CẨM LỆ - HÒA XUÂN - CẨM LỆ - ĐÀ NẴNG .,7.6 tỷ," lê quảng ba, Cẩm Lệ, Đà Nẵng",
100m2,215,, Không xác định,BÁN ĐẤT ĐƯỜNG TRẦN KIM XUYẾN - TÂY NAM - 100 M2 - HÒA XUÂN,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
112m2,217,, Không xác định,BÁN LÔ ĐÔNG NAM - ĐƯỜNG 29/3 KHU NAM NGUYỄN TRI PHƯƠNG - HÒA XUÂN,5.9 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,204,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG 29/3 - ĐÔNG NAM - HÒA XUÂN - CẨM LỆ .,4.9 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,320,, Tây,CẦN BÁN LÔ ĐẤT VỊ TRÍ SẠCH ĐẸP ĐƯỜNG LÊ ĐỈNH NAM CẨM LỆ.,2.3 ngàn," Lê Đỉnh, Cẩm Lệ, Đà Nẵng",
130m2,233,, Đông Nam,"CHÍNH CHỦ CẦN BÁN ĐẤT 2 MẶT TIỀN ĐƯỜNG MẸ THỨ VÀ NGUYỄN LÝ, QUẬN CẨM LỆ. TP ĐÀ NẴNG",5.9 tỷ," MẸ THỨ, Cẩm Lệ, Đà Nẵng",
120m2,193,, Đông Bắc,SIÊU RẺ SIÊU ĐẸP LÔ ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN,4.8 tỷ," Hoàng Thế Thiện, Cẩm Lệ, Đà Nẵng",
100m2,385,, Không xác định,TÔI CẦN BÁN VÀI LÔ ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5 LỀ 5M - HÒA XUÂN,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,363,, Không xác định,BÁN LÔ ĐÂT ĐƯỜNG MAI CHÍ THỌ ( 10M5 )- HƯỚNG TÂY BẮC - KHU HÒA XUÂN MỞ RỘNG,5.4 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,241,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG - ĐÔNG BẮC - GẦN CÔNG VIÊN - HÒA XUÂN .,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,242,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG - ĐÔNG BẮC - GẦN CÔNG VIÊN - HÒA XUÂN .,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,376,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG TRẦN KIM XUYẾN - TÂY NAM - HÒA XUÂN - CẨM LỆ,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,285,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 23 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
90m2,227,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG PHAN TRIÊM - HÒA XUÂN - CẨM LỆ - ĐÀ NẴNG,3.3 tỷ," phan triêm, Cẩm Lệ, Đà Nẵng",
100m2,357,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG TRẦN KIM XUYẾN - TÂY NAM -HÒA XUÂN,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
105m2,291,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 7M5 ĐIỆN ÂM TAY TRÁI - HÒA QUÝ - ĐỒNG NÒ.,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,201,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 200 M2 - HÒA XUÂN - CẨM LỆ .,8.8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,242,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG - ĐÔNG BẮC - GẦN CÔNG VIÊN - HÒA XUÂN .,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,229,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,333,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 18 - ĐỐI DIỆN TRƯỜNG - TÂY BẮC - HÒA XUÂN,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,394,, Đông Bắc,BÁN ĐẤT ĐƯỜNG DIÊN HỒNG - HOÀ XUÂN - TP ĐÀ NẴNG,5.2 tỷ," Diên Hồng, Cẩm Lệ, Đà Nẵng",
100m2,230,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
142m2,214,, Không xác định,NẮM CHỦ CẦN BÁN VÀI LÔ GÓC KHU NAM CẨM LỆ - HÒA XUÂN,6.5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,206,, Không xác định,BÁN LÔ ĐÂT ĐƯỜNG BÙI CÔNG TRỪNG - ĐÔNG BẮC - HÒA XUÂN,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
160m2,217, 4, Không xác định,"BÁN GẤP NHÀ 2MT ĐƯỜNG 10.5M VĂN TIẾN DŨNG( CĂN NHÀ TÂM HUYẾT, VỊ TRÍ KINH DOANH)",10.5 tỷ," Văn Tiến Dũng, Cẩm Lệ, Đà Nẵng", 9
112m2,234,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 29/3 - ĐÔNG NAM - PHƯỜNG HÒA XUÂN - CẨM LỆ,5.9 tỷ," 29/3, Cẩm Lệ, Đà Nẵng",
250m2,222,, Đông Bắc,CHÍNH CHỦ CẦN CHUYỂN NHƯỢNG LÔ ĐẤT BIỆT THỰ ĐƯỜNG BÙI THIỆN NGỘ GẦN SÔNG - GẦN CẦU NTP,8.9 tỷ," bùi thiện ngộ, Cẩm Lệ, Đà Nẵng",
100m2,303,, Đông Nam,"CẦN BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 32 THUỘC KHU ĐTST HÒA XUÂN,CẨM LỆ.",3.65 ngàn," Thanh Lương 32, Cẩm Lệ, Đà Nẵng",
100m2,218,, Tây Nam,"CẦN BÁN LÔ ĐẤT ĐƯỜNG DIÊN HỒNG THUỘC KHU ĐTST HÒA XUÂN,CẨM LỆ.",4.6 ngàn," Diên Hồng, Cẩm Lệ, Đà Nẵng",
300m2,254, 0, Đông Nam,CHUYỂN NHƯỢNG NHÀ BIỆT THỰ ĐƯỜNG NGUYỄN VĂN THÔNG,17 tỷ," Nguyễn Văn Thông, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
120m2,406,, Đông Bắc,[ HOT ] ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN - HOÀ XUÂN - TP ĐÀ NẴNG,4.8 tỷ," Hoàng Thế Thiện, Cẩm Lệ, Đà Nẵng",
100m2,214,, Không xác định,CẦN BÁN VÀI LÔ ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5 - LỀ 5M - HÒA XUÂN,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,368,, Đông Bắc,CHÀO BÁN SIÊU PHẨM ĐƯỜNG NGÔ HUY DIỄN - HOÀ XUÂN - TP ĐÀ NẴNG,5.25 tỷ," NGÔ HUY DIỄN, Cẩm Lệ, Đà Nẵng",
120m2,220,, Đông Bắc,CHÍNH CHỦ CẦN BÁN ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN - HOÀ XUÂN - TP ĐÀ NẴNG,4.8 tỷ," HOÀNG THẾ THIỆN, Cẩm Lệ, Đà Nẵng",
100m2,325,, Đông Nam,CẦN BÁN ĐẤT TRUNG LƯƠNG 9 GIÁ RẺ NHẤT TT - ĐẢO VIP - HÒA XUÂN,4.17 tỷ," Trung LƯơng 9, Cẩm Lệ, Đà Nẵng",
121m2,446,, Không xác định,BÁN LÔ KẸP CỐNG ĐƯỜNG HUỲNH VĂN GẤM B1.2 THUỘC ĐẢO VÍP - HÒA XUÂN,5.2 tỷ," Cẩm Lệ, Đà Nẵng",
224 m2,220,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG TRẦN LÊ ( 2 LÔ LIỀN KỀ ) - HÒA XUÂN - CẨM LỆ .,8 tỷ," trung lương 9, Cẩm Lệ, Đà Nẵng",
100m2,218,, Đông Nam,BÁN LÔ ĐẤT ĐƯỜNG TRUNG LƯƠNG 9 - ĐÔNG NAM - HÒA XUÂN,4.2 tỷ," trung lương 9, Cẩm Lệ, Đà Nẵng",
100m2,402, 3, Không xác định,BÁN SIÊU PHẨM NHÀ 3 TẦNG BÙI THIỆN NGỘ - HÒA XUÂN - ĐÀ NẴNG,5.6 tỷ," Bùi Thiện Ngộ, Cẩm Lệ, Đà Nẵng", 4
315m2,199, 3, Tây Nam,SIÊU PHẨM BT 3 TẦNG ĐƯỜNG LÊ QUANG HOÀ - HOÀ XUÂN - TP ĐÀ NẴNG,19 tỷ," Lê Quang Hòa, Cẩm Lệ, Đà Nẵng", 5
100m2,346, 3, Đông Bắc,CHÀO BÁN SIÊU PHẨM NHÀ 3 TẦNG ĐƯỜNG BÙI THIỆN NGỘ - HOÀ XUÂN - TP ĐÀ NẴNG,5.6 tỷ," Bùi Thiện Ngộ, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 4
224m2,201,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG TRẦN LÊ ( 2 LÔ LIỀN KỀ ) - HÒA XUÂN - CẨM LỆ .,8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,300,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - SÁT GÓC NGÃ TƯ - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,319,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - SÁT GÓC NGÃ TƯ - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,355,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG LÊ ẤM - HÒA XUÂN MỞ RỘNG - HÒA XUÂN,3.65 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,296,, Không xác định,CHÍNH CHỦ BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 18 - TÂY BẮC - 100 M2 .,3.5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,212,, Đông Bắc,BÁN LÔ ĐẤT DIÊN HỒNG ĐẸP NHẤT THỊ TRƯỜNG,5.25 tỷ," Diên Hồng, Cẩm Lệ, Đà Nẵng",
100m2,217,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - SẠCH ĐẸP - 100 M2 .,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,220,, Đông Nam,CẦN BÁN ĐẤT TRUNG LƯƠNG 9 - ĐẢO VIP - HÒA XUÂN,4.18 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,232,, Tây,BÁN LÔ ĐẤT ĐƯỜNG PHAN KHÔI KHU NAM CẨM LỆ HÒA XUÂN ĐÀ NẴNG,2.8 tỷ," Cẩm Lệ, Đà Nẵng",
