name,Số phòng ngủ,Pháp lý,Hướng ban công,Hướng nhà,Address,Nội thất,Mặt tiền,Diện tích,Đường vào,Số toilet,Mức giá,Số tầng
Cần bán căn hộ 2PN Quang Nguyễn giá chỉ từ 2 tỷ 3. Rẻ nhất thị trường chủ đang cần tiền. Sổ lâu dài,2 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0400810241699,108.210609436035&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,74 m²,,2 phòng,Thỏa thuận,
Đất biệt thự 249m2 đường Bùi Thiện Ngộ ngay ngã tư Bùi Trang Chước,,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0086082,108.2204317&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,12 m,249 m²,,,9.6 tỷ,
Biệt thự biển 3PN - 616m2 - Sở hữu lâu dài - Giá tốt nhất - khu biệt thự biển đẹp nhất Đà Nẵng,3 phòng,,Tây - Bắc,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0170230865479,108.260246276855&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,16 m,616 m²,5.5 m,3 phòng,Thỏa thuận,2 tầng
"Chỉ với 18,5 tỷ sở hữu ngay căn biệt thự view biển tuyệt đẹp, DT 370m2 hồ bơi riêng biệt, riêng tư",1 phòng,Hợp đồng mua bán,Bắc,Nam,"https://www.google.com/maps/embed/v1/place?q=15.9926319122314,108.269371032715&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,15 m,370 m²,4 m,1 phòng,18.5 tỷ,1 tầng
Chính chủ bán 2 mặt tiền 10 m5 và 7m5 khu đô thị Nam Việt Á. LHCC 0901 159 ***,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0299034118652,108.240165710449&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,139.5 m²,,,Thỏa thuận,
"Bán đất biển đường Sơn Thủy Đông 4 hướng Nam, 100m2 cần gấp tiền liên hệ CC: 0901 159 ***",,Sổ đỏ/ Sổ hồng.,,,"https://www.google.com/maps/embed/v1/place?q=16.0143033,108.2570291&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,3.9 tỷ,
Bán 282m2 MT Huỳnh Ngọc Huệ - Thanh Khê gần ngã tư Hà Huy Tập,,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0594967,108.1858971&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,282 m²,10 m,,18 tỷ,
Chính chủ bán gấp căn hộ 2 phòng ngủ tại FPT Plaza 2 view biển và quảng trường Nam Đà Nẵng,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,72 m²,,,1.75 tỷ,
Cần bán nhà 3 tầng MT đường Lê Duẩn DT 70m2. Giá 21tỷ,3 phòng,Sổ đỏ/ Sổ hồng,,,,,,70 m²,,3 phòng,21 tỷ,3 tầng
"Chính chủ cần bán căn hộ 4 tầng đường An Thượng 4, sát phố đi bộ",,Sổ đỏ/ Sổ hồng.,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0487975,108.2464725&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,180 m²,,,36 tỷ,4 tầng
"Bán hai lô đôi Trần Bạch Đằng, ngay phố Tây đi bộ, điểm hot nhất An Thượng",,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0539125,108.2464215&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,180 m²,,,46 tỷ,
"Bán lô đất đắc địa MT đường Trần Hưng Đạo, đối diện chung cư The Monarchy",,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0597982,108.2304737&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,200 m²,,,35.5 tỷ,
Bán nhanh lô đất Nam Hoà Xuân khu vực gần công viên trường học giá cực đầu tư giá giảm hơn 650tr,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.98295783996582,108.2334213256836&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,105 m²,7.5 m,,2.85 tỷ,
Bán khách sạn trung tâm gần đường Hàm Nghi Bờ Hồ - K.Property VN,,,,,"https://www.google.com/maps/embed/v1/place?q= 16.0601003187512570,108.2111674063754700&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,110 m²,,,20 tỷ,5 tầng
Bán 100 ++ kho bãi nhà xưởng khu công nghiệp Đà Nẵng - K. Property VN,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0794193412066,108.133496523847&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,2000 m²,,,Thỏa thuận,
"Bán căn nhà 3 tầng 3 mê kiệt 2m5 Lê Quang Sung, thông Lê Độ, cách đường 40m, gần Công viên 29 - 3",3 phòng,Sổ hồng,Bắc,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0697303,108.1999071&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Trống,4.3 m,43 m²,2.5 m,2 phòng,2.45 tỷ,2 tầng
"Bán nhà riêng 20 Lê Thị Hồng Gấm, P. Hòa Cường Nam, Q. Hải Châu, Đà Nẵng",3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0347813,108.2178741&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5.75 m,78 m²,,3 phòng,7.2 tỷ,3 tầng
"Bán đất Hòa Hiệp 4 đường 5,5m lề 3 m hướng Tây Bắc",,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.1069771,108.1263619&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,5.5 m,,21 tỷ,
"Bán tái định cư Hoà Hiệp 4 đường 7,5m lề 4 m",,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q= 16.0913681887697210,108.0767375188030000&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,110 m²,,,2.2 tỷ,
Chủ cần tiền bán nhanh căn nhà tâm huyết,2 phòng,,,,,,,80 m²,,2 phòng,3.7 tỷ,3 tầng
Cần tiền bán nhanh tái định cư Hoà Liên,,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q= 16.0913681887697210,108.0767375188030000&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,170 m²,,,16.8 tỷ,
Bán dãy trọ Thanh Vinh 10 Hoà Khánh Bắc,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0753376,108.126968&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,140 m²,,,2.75 tỷ,
Bán nhà mặt tiền Phú Xuân 3 - Liên Chiểu : 0782 075 ***,3 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0726893,108.1651826&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7 m,112 m²,7 m,4 phòng,10.8 tỷ,4 tầng
Bán nhà mặt tiền Phú Lộc 1 - Hòa Minh: 0782 075 ***,3 phòng,Sổ đỏ/ Sổ hồng,Tây,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0757378,108.1671486&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5 m,75 m²,5 m,3 phòng,5.6 tỷ,3 tầng
"Bán nhà riêng 2 tầng đường Nguyễn Hữu Thọ, Hải Châu trung tâm -kiệt oto vào nhà-giá 4tyxxx",3 phòng,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0393576,108.2104178&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.32 m,97.3 m²,4 m,4 phòng,4.05 tỷ,2 tầng
Chủ đầu tư - bán chung cư đường Phan Thanh giá chỉ từ 550tr,1 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0629988,108.2087776&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,33 m²,,1 phòng,Thỏa thuận,
"Chính chủ - mở bán chung cư Ngô Quyền - Sơn Trà, 1PN - 2PN, giá chỉ từ 550tr",2 phòng,Sổ đỏ/ Sổ hồng.,,,"https://www.google.com/maps/embed/v1/place?q=16.0620592,108.234079&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,50 m²,,1 phòng,Thỏa thuận,
"Giá hấp dẫn cho 1 căn nhà phố mặt tiền phố đi bộ, ven sông Hàn, đối diện Lotte & công viên châu Á",4 phòng,Sổ đỏ/ Sổ hồng,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.033109664917,108.224235534668&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,120 m²,,4 phòng,14.9 tỷ,4 tầng
"Cần chuyển nhượng gấp khách sạn hotel Đà Nẵng đạt chuẩn 3 sao, MT biển Võ Nguyên Giáp",30 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0470926,108.2495224&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,7 m,140 m²,30 m,,39 tỷ,6 tầng
"Căn góc FPT Plaza giá 1.5 tỷ, đã có sổ làm việc chính chủ, DT 69m2. LH: 0919 832 ***",2 phòng,,Đông,Tây,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản.,,69 m²,,2 phòng,1.5 tỷ,
"Tôi chính chủ cấn bán lô đất tại thôn Quang Châu gía 1,35 tỷ",,,,Nam,"https://www.google.com/maps/embed/v1/place?q= 15.9848294073566550,108.1957893373985100&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,98 m²,2 m,,1.35 tỷ,
"Bán nhanh lô đất biển đường Phan Tôn, khu phố Tây An Thượng sầm uất",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0524914,108.2453694&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,104 m²,5.5 m,,9.6 tỷ,
"Chuyên căn hộ Filmore Da Nang, 1PN 2PN 3PN penthouse, thủ tục nhanh gọn",1 phòng,Sổ đỏ/ Sổ hồng.,,,"https://www.google.com/maps/embed/v1/place?q=16.05558967590332,108.22355651855469&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Nội thất 5*,,50 m²,,1 phòng,5.1 tỷ,
"Bán gấp siêu phẩm đầu tư, lô đất Lương Khắc Ninh sạch đẹp, bán nhanh giá cực đẹp",,Sổ đỏ/ Sổ hồng,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0019983,108.2199588&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,2.85 tỷ,
Khu Golden Hills Đà Nẵng giá rẻ cho nhà đầu tư bắt đáy,,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.106407165527344,108.10873413085938&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,125 m²,10 m,,2.75 tỷ,
"Bán đất 167m2 đường 5.5m sát đường Núi Thành gần Duy Tân, Hải Châu, gần chợ mới, gần Hoàng Diệu",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0493985,108.2208107&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,168.9 m²,,,8.4 tỷ,
"Bán nhà 2 tầng mặt phố Trưng Nữ Vương, Q. Hải Châu",3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0503101,108.2152047&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,90 m²,,2 phòng,13.5 tỷ,2 tầng
"Bán đất đường Thanh Lương 22, Đông Nam, Phường Hòa Xuân",,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0151843,108.2210751&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,3.55 tỷ,
Chào bán nhà 2 căn liền kề đường quy hoạch 10m5 - Vũ Lăng,4 phòng,Hợp đồng mua bán,,,"https://www.google.com/maps/embed/v1/place?q=16.0268603,108.1897752&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,75 m²,10.5 m,3 phòng,4.999 tỷ,2 tầng
Chào bán nhà mê lửng đúc kiệt Điện Biên Phủ,2 phòng,Hợp đồng mua bán,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0657285,108.1991939&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,45 m²,2 m,2 phòng,1.95 tỷ,1 tầng
"Bán biệt thự 3 tầng (ngang 10m) đường 15m5, Xuân Quỳnh, Ngũ Hành Sơn, ĐN",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0274185380024,108.247121079192&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,200 m²,15.5 m,,15 tỷ,3 tầng
Ngộp ngân hàng cần bán nhà mặt tiền Văn Tiến Dũng,1 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=15.9846747,108.2139598&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,,2 phòng,Thỏa thuận,2 tầng
Cần bán ngay lô đất kiệt đường Lê Duẩn,,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0695983,108.2105887&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,65 m²,2.5 m,,3.6 tỷ,
"Chuyển nhượng villa chính chủ- biệt thự 3 tầng mới xây ven biển, diện tích lớn 430m2 có hồ bơi 67m2",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0170230865479,108.260246276855&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,430 m²,,,15.2 tỷ,3 tầng
Biệt thự biển Nam Đà Nẵng - Sổ đỏ lâu dài vĩnh viễn - Đơn giá chỉ 28 triệu/m2 (tính cả nhà và đất),,Sổ đỏ/ Sổ hồng.,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0170230865479,108.260246276855&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Full ngoại thất.,,427 m²,,,12.3 tỷ,
Bán biệt thự Đà Nẵng One River - 2 mặt tiền sông - sát biển - thanh toán 24 tháng - sổ đỏ vĩnh viễn,5 phòng,Đã có sổ hồng vĩnh viễn.,,,"https://www.google.com/maps/embed/v1/place?q=15.9918308258057,108.261306762695&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,350 m²,,5 phòng,25 tỷ,3 tầng
Cần tiền gấp - bán căn nhà 4 tầng hướng Đông Nam - cho thuê 30 tr/tháng,,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.033109664917,108.224235534668&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,120 m²,,,14.9 tỷ,4 tầng
"Bán căn nhà 4 tầng MT Hoàng Diệu, sát căn góc 3 MT Nguyễn văn Linh",4 phòng,,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0600877,108.217172&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6.3 m,110.5 m²,11 m,4 phòng,26 tỷ,4 tầng
"Bán nhà 2 tầng đường Hà Huy Tập, mặt tiền 6.15m, khu vực kinh doanh sầm uất",3 phòng,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0601138,108.1881975&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6.15 m,58.8 m²,11 m,2 phòng,7.2 tỷ,2 tầng
"Bán nhà 3 tầng đường Triệu Nữ Vương, P. Hải Châu 2, Q. Hải Châu",3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0648795,108.2164989&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,87 m²,,2 phòng,16 tỷ,3 tầng
"Đất đường Nguyễn Văn Tỵ, Nam cầu Cẩm Lệ, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9923767,108.2024079&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,90 m²,5.5 m,,2.15 tỷ,
"Bán nhanh 2 lô đất đẹp Võ Văn Đồng, 90m2 và 100m2, giá cực sốc, bán tới công chứng",,,,,"https://www.google.com/maps/embed/v1/place?q=15.9861233,108.2688832&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,90 m²,,,3.35 tỷ,
"Bán nhà 3 tầng đường Nguyễn Thị Minh Khai, Thạch Thang, Hải Châu",3 phòng,,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0749494,108.2179434&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5.12 m,41 m²,15 m,3 phòng,8 tỷ,3 tầng
Bán căn siêu phẩm 2 tầng mặt tiền 25m vuông vức đường Cách Mạng Tháng 8,,Hợp đồng mua bán,,,"https://www.google.com/maps/embed/v1/place?q=16.0207447,108.2117816&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Không nội thất,25 m,625 m²,,,45 tỷ,2 tầng
Bán mảnh đất mặt tiền 5m tại Tổ 39 Hoà Phát - quận Cẩm Lệ - TP.Đà Nẵng giá chỉ 25triệu/m2,,Sổ đỏ chính chủ,,,"https://www.google.com/maps/embed/v1/place?q=16.0263622,108.1878883&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,101.5 m²,,,25 triệu/m²,
"Bán biệt thự đường Hồ Xuân Hương sát biển, giá sụp hầm",4 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0402478,108.2471562&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,12 m,255 m²,,,Thỏa thuận,2 tầng
"Tôi chính chủ bán lỗ lô đất cách Hoà Xuân Đà Nẵng chỉ 12km, sổ sẵn đường ô tô tận nơi",,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9556587,108.1791219&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,150 m²,15 m,,600 triệu,
"Bán đất đường Thanh Lương 12, Đông Bắc, Phường Hòa Xuân, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,,,,,100 m²,,,3.2 tỷ,
"Bán toà căn hộ dịch vụ đường K20 ngay Khu Nam Việt Á, Đà Nẵng thu nhập 65 triệu/tháng",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0447665,108.2192025&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,171 m²,,,9.5 tỷ,
"Chào bán lô đất 110m2. 2 mặt tiền đường Thanh Thuỷ, Phường Thanh Bình, Quận Hải Châu",,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0829084,108.2140258&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,110 m²,,,115 triệu/m²,
Rẻ nhất khu vực - Ngũ Hành Sơn - bán đất tặng quán cafe - phố kinh doanh,3 phòng,Sổ đỏ/ Sổ hồng,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0497496,108.2407263&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,206 m²,,2 phòng,Thỏa thuận,3 tầng
Bán khách sạn 6 tầng góc 2MT đường Morrison - Sơn Trà cách biển 100m - Giá chỉ 35 tỷ,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0783341392075,108.236459969098&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,126 m²,,,35 tỷ,6 tầng
"Chủ đầu tư mở bán chung cư Sơn Trà, Sổ vĩnh viễn 35 - 50m2 giá từ 550tr/căn",2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0714293,108.2311278&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,50 m²,,2 phòng,Thỏa thuận,
"Nhỉnh 16 tỷ có ngay mặt phố Dương Đình Nghệ, Đà Nẵng. Diện tích 252m2, MT 6,5m",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0689254,108.237559&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6.5 m,252 m²,,,16.5 tỷ,
"Bán nhà mặt tiền đường Hồ Nghinh, Q. Sơn Trà. DT: 12x25m",,,,,"https://www.google.com/maps/embed/v1/place?q=16.07304,108.2429872&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,300 m²,,,45 tỷ,
"Nhà Nguyễn Hữu Thọ - Nhà Hùng Vương, nhà Nguyễn Chí Thanh, Hải Châu, Đà Nẵng",4 phòng,,Tây,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0432852,108.2101037&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,38 m,4 phòng,16.5 tỷ,4 tầng
"Chính chủ gửi bán 186m2 - kiệt Lê Văn Hưu, Mỹ An, Đà Nẵng",3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0411276,108.2392889&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5.41 m,186 m²,,,4.9 tỷ,2 tầng
"Shophouse Infinity MT đường 15m, 3 tầng giá bán chỉ 4.4 tỷ. LVCC 0972 700 ***",,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.09357261657715,108.12629699707031&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,15 m,,4.4 tỷ,3 tầng
"Bán gấp siêu phẩm ngang 7m nở hậu cực đẹp DT khủng 118.9m2 ngay trung tâm quận Hải Châu, giá đầu tư",,Sổ đỏ/ Sổ hồng,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.030044,108.225484&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7 m,118.9 m²,4.5 m,,5 tỷ,
Chào bán lô đất 2 mặt kiệt đường Ca Văn Thỉnh,,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0341855,108.2167587&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,85 m²,,,4.3 tỷ,
Cần bán gấp nhà mặt tiền mới xây,5 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0720794,108.1736212&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,125 m²,,4 phòng,10 tỷ,3 tầng
Bán nhà 3 tầng đường Đoàn Nhữ Hài - Cù Chính Lan,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0632933,108.1905959&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,80 m²,5.5 m,3 phòng,5.9 tỷ,3 tầng
Bán sập hầm lô khu E15 Kim Long - Liên Chiểu. Giá rẻ - LH 0935 050 ***,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0689970301587,108.160572052002&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,3.4 tỷ,
Đất mặt tiền đường Dũng Sĩ Thanh Khê giá rẻ,,,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0745872,108.1749647&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,3.27 m,60 m²,7.5 m,,3.75 tỷ,
"Bán đất đường Nguyễn Hữu Hào - khu Nam Việt Á, Q. Ngũ Hành Sơn, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Tây - Nam,,,,80 m²,,,3.28 tỷ,
Chính chủ bán nhà 3 tầng đường 15m Trần Nam Trung - Hòa Xuân - Đà Nẵng - Hướng Đông Nam. Giá tốt,3 phòng,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=15.994745,108.2163333&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,96 m²,15 m,3 phòng,8.5 tỷ,3 tầng
Chào bán nhà 4 tầng mặt tiền đường Hà Huy Tập,4 phòng,Hợp đồng mua bán,,,"https://www.google.com/maps/embed/v1/place?q=16.0601138,108.1881975&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5.8 m,121 m²,,5 phòng,16 tỷ,4 tầng
"Bán nhà phường Thanh Bình, Hải Châu, TP Đà Nẵng",3 phòng,,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0806425,108.2156311&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.5 m,67.5 m²,5.5 m,2 phòng,4.9 tỷ,2 tầng
"Giá cực sốc cho căn nhà mặt tiền phố Halla Jade sát siêu thị Lotte, Công viên Châu Á, Chợ đêm Helio",7 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.042387008666992,108.22222900390625&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,6 m,150 m²,15 m,8 phòng,Thỏa thuận,4 tầng
"Bán Thanh Lương 32, Hòa Xuân. Cẩm Lệ, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=21.0163377,105.7840464&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,3.2 tỷ,
"Bán nhà 3 tầng đường Bế Văn Đàn (song song đường Điện Biên Phủ), Q. Thanh Khê, 75m2, giá 6.3 tỷ",3 phòng,Sổ đỏ/ Sổ hồng.,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0649861,108.1985332&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,75 m²,5.5 m,3 phòng,6.3 tỷ,3 tầng
Đất đường An Thượng 29 cần bán gấp. Khu phố Tây An Thượng cách biển 200m. Chính chủ,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0514836,108.2439446&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,324 m²,,,46.5 tỷ,
